#奶矛件玄抩“庣及?
#奶矛件玄陬邰“栋咥谛白央件皮伙弘﹋白央件皮伙弘﹛◥﹛失伉亘□玄﹌
#庣及?毛栋咥允月???﹝伐□皿今六月﹜白仿弘本永玄允月﹜及窗チ互丐月﹝

############## 民尼永弁戊奶件儅匀化月 ##############
block Item 18907 >= 1 || Item 18908 >= 1 || Item 18909 >= 1 || Item 18910 >= 1 || Item 18911 >= 1 || Item 18912 >= 1 || Item 18913 >= 1 || Item 18914 >= 1 || Item 18915 >= 1 || Item 18916 >= 1 || Item 18917 >= 1
#\n\n﹛允心引六氏﹜公及戊奶件反儅切慇心嗟鞅卅氏匹允方﹝
	EndWindow 15729,OK
#\n\n﹛失伉亘□玄及翘卞丐卅凶及伊矛伙匹垫井木月及反渣莴匹允﹝引凶云旋仄仁分今中﹝
	EndWindow 11354

############## 爵⑷烟匹白伉□由旦银迕 ##############
	Window_YES Group == 1 && Item 18660 >= 1 && Job >=11 && Job <= 167 && Level >= 12
#\n\n﹛白伉□由旦毛云儅切匹允友﹝\n﹛公木匹反升丹冗﹝
	Window 15427,OK
	Window_OK Group == 1 && Item 18660 >= 1 && Job >=11 && Job <= 167 && Level >= 12
	LeaveGroup
	Warp 0,2499,5,15

############## 爵⑷烟匹荚醒痹银迕 ##############
	Window_YES Group == 1 && Item 18448 >= 1 && Job >=11 && Job <= 167 && Level >= 12
#\n\n﹛荚醒痹毛云儅切匹允友﹝\n﹛公木匹反医嗯及井歹曰卞ㄠ呦云苂井曰谯仄引允﹝
	Window 14657,OK
	Window_OK
	KillItem 18448,1
	LeaveGroup
	Warp 0,2499,5,15

############## 爵⑷烟匹云嗯互箫曰卅中桦宁 ##############
	Window_YES Group == 1 && Job >=11 && Job <= 167 && Gold < 250
#\n\n﹛云嗯互箫曰引六氏﹝
	EndWindow 10005

############## 衔樊枣赁屻匹白伉□由旦银迕 ##############
	Window_YES Group == 1 && Item 18660 >= 1 && Job >=431 && Job <= 447 && Level >= 12
#\n\n﹛白伉□由旦毛云儅切匹允友﹝\n﹛公木匹反升丹冗﹝
	Window 15427,OK
	Window_OK Group == 1 && Item 18660 >= 1 && Job >=431 && Job <= 447 && Level >= 12
	LeaveGroup
	Warp 0,2499,5,15

############## 衔樊枣赁屻匹荚醒痹银迕 ##############
	Window_YES Group == 1 && Item 18448 >= 1 && Job >=431 && Job <= 447 && Level >= 12
#\n\n﹛荚醒痹毛云儅切匹允友﹝\n﹛公木匹反医嗯及井歹曰卞ㄠ呦云苂井曰谯仄引允﹝
	Window 14657,OK
	Window_OK
	KillItem 18448,1
	LeaveGroup
	Warp 0,2499,5,15

############## 衔樊枣赁屻匹云嗯互箫曰卅中桦宁 ##############
	Window_YES Group == 1 && Job >=431 && Job <= 447 && Gold < 250
#\n\n﹛云嗯互箫曰引六氏﹝
	EndWindow 10005

############## 爵⑷烟匹椭瘀毛坢凶仄化中月桦宁 ##############
	Window_YES Group == 1 && Job >=11 && Job <= 167 && Gold >= 250 && Level >= 12
	AddGold -250
	LeaveGroup
	Warp 0,2499,5,15

############## 衔樊枣赁屻匹椭瘀毛坢凶仄化中月桦宁 ##############
	Window_YES Group == 1 && Job >=431 && Job <= 447 && Gold >= 250 && Level >= 12
	AddGold -250
	LeaveGroup
	Warp 0,2499,5,15
###=======================爆弹师
	Window_YES Group == 1 && Job >=1001 && Job <= 1007 && Level < 12
#\n\n﹛失伉亘□玄及翘卞丐卅凶及伊矛伙匹垫井木月及反渣莴匹允﹝引凶云旋仄仁分今中﹝
	EndWindow 11354

############## 爵⑷烟匹白伉□由旦银迕 ##############
	Window_YES Group == 1 && Item 18660 >= 1 && Job >=1001 && Job <= 1007 && Level >= 12
#\n\n﹛白伉□由旦毛云儅切匹允友﹝\n﹛公木匹反升丹冗﹝
	Window 15427,OK
	Window_OK Group == 1 && Item 18660 >= 1 && Job >=1001 && Job <= 1007 && Level >= 12
	LeaveGroup
	Warp 0,2499,5,15

############## 爵⑷烟匹荚醒痹银迕 ##############
	Window_YES Group == 1 && Item 18448 >= 1 && Job >=1001 && Job <= 1007 && Level >= 12
#\n\n﹛荚醒痹毛云儅切匹允友﹝\n﹛公木匹反医嗯及井歹曰卞ㄠ呦云苂井曰谯仄引允﹝
	Window 14657,OK
	Window_OK
	KillItem 18448,1
	LeaveGroup
	Warp 0,2499,5,15

############## 爵⑷烟匹云嗯互箫曰卅中桦宁 ##############
	Window_YES Group == 1 && Job >=1001 && Job <= 1007 && Gold < 250
#\n\n﹛云嗯互箫曰引六氏﹝
	EndWindow 10005


############## 爵⑷烟匹椭瘀毛坢凶仄化中月桦宁 ##############
	Window_YES Group == 1 && Job >=1001 && Job <= 1007 && Gold >= 250 && Level >= 12
	AddGold -250
	LeaveGroup
	Warp 0,2499,5,15


###=======================	

############## 戏遣烟匹伊矛伙互箫曰卅中桦宁 ##############
	Window_YES Group == 1 && Level < 10
#\n\n﹛失伉亘□玄及翘卞丐卅凶及伊矛伙匹垫井木月及反渣莴匹允﹝引凶云旋仄仁分今中﹝
	EndWindow 11354

############## 戏遣烟匹白伉□由旦银迕 ##############
	Window_YES Group == 1 && Item 18660 >= 1 && Level >= 10
#\n\n﹛白伉□由旦毛云儅切匹允友﹝\n﹛公木匹反升丹冗﹝
	Window 15427,OK
	Window_OK Group == 1 && Item 18660 >= 1 && Level >= 10
	LeaveGroup
	Warp 0,2499,5,15

############## 戏遣烟匹荚醒痹银迕 ##############
	Window_YES Group == 1 && Item 18448 >= 1 && Level >= 10
#\n\n﹛荚醒痹毛云儅切匹允友﹝\n﹛公木匹反医嗯及井歹曰卞ㄠ呦云苂井曰谯仄引允﹝
	Window 14657,OK
	Window_OK
	KillItem 18448,1
	LeaveGroup
	Warp 0,2499,5,15

############## 戏遣烟匹云嗯互箫曰卅中桦宁 ##############
	Window_YES Group == 1 && Gold < 250
#\n\n﹛云嗯互箫曰引六氏﹝
	EndWindow 10005

############## 戏遣烟匹椭瘀毛坢凶仄化中月桦宁 ##############
	Window_YES Group == 1 && Gold >= 250 && Level >= 10
	AddGold -250
	LeaveGroup
	Warp 0,2499,5,15

############## 中中尹毛蓟枪仄凶桦宁 ##############
	Window_NO
#\n\n﹛引凶及仍厍迕毛云谨切仄化中引允﹝
	Endwindow 11139

