59	26	11			25	0	0			0	20486	20487			20488	2	0			0	0	0			0
60	26	7	12		25	0	0	0		0	20494	20495	20496		20497	2	0	0		0	2	2	2		2
61	26	5	9		25	0	0	2		0	20525	20624	20526		20527	0	0	2		0	0	0	0		0
62	26	5	7		25	0	0	0		0	20533	20623	20534		20535	0	0	2		0	4	4	4		4
63	26	9		5	25	0	0		0	0	20542	20543		20622	20544	0	0		0	0	1	1		1	1
64	26	5	9	25		0	0	0	0		20550	20621	20551	20552		2	1	1	1		2	2	2	2	
65	26	5	7	15	25	0	0	1	0	0	20559	20619	20560	20620	20561	1	1	1	1	1	0	0	0	0	0
66	2	5	7	3	9	0	0	0	0	0	20618	20616	20615	20614	20617	0	0	0	2	0	6	6	6	6	6
67	26	8	9	25		0	3	3	0		206130	206132	206131	206133		0	0	0	0		4	4	4	4	
68	26	13	5	25		1	3	0	0		206134	206136	206135	206133		0	0	0	0		4	4	4	4	
69	26	5	8	15	25	0	1	2	3	0	206137	206138	206140	206139	206141	0	0	0	0	0	7	7	7	7	7
70				7	25				8	0				21455	21456				1	1				0	0
71					25					0					21471					1					6
72					25					0					21457					1					6
73	26	9	11	8	25	0	3	3	2	0	206747	206748	206748	206747	206750	0	0	0	0	0	8	8	8	8	8
74	26	5	8	13	25	0	0	3	3	0	206749	206755	206752	206751	206753	0	0	0	2	0	8	8	8	8	8
75	26	3	25			0	2	0			20735	20736	20738			0	0	0			2	2	2		
76	26	3	25			0	2	0			20737	20739	20738			0	0	0			2	2	2		
77	26	3	25			0	0	0			20740	20741	20742			0	0	0			2	2	2		
78	26	5	5	6	25	0	0	0	0	0	212000	212001	212002	212003	212004	0	1	1	2	0	8	8	8	8	8
79	26	5	5	6	25	0	0	0	0	0	212005	212006	212007	212008	212009	0	1	1	2	0	8	8	8	8	8
80	26	5	6	6	25	0	0	0	0	0	212010	212011	212012	212013	212014	0	0	0	0	0	8	8	8	8	8
81	26	13	15			0	1	1			21384	21385	21386			0	0	0			4	4	4		
82	9					0					21299					0					1				
83	26	19	21			0	1	1			21301	21300	21302			0	0	0			1	1	1		
84	26	5	7	9		0	2	2	2		21270	21271	21272	21273		1	1	1	1		0	0	0	0	
85	26				25	0				0	21195				21190	0				0	6				6
86	7					1					21193					0					6				
87	5	7			25	0	2			0	21191	21192			21190	0	0			0	6	6			6
88	26				25	0				0	21141				21142	0				0	4				4
89	26			13	25	0			1	0	21113			21126	21127	0			0	0	6			6	6
90	11	25				1	0				6019	6047				0	0				7	7			
91	21				25	0				0	21125				21112	3				3	3				3
92	9				25	0				0	21123				21124	3				3	9				9
93	5	7			25	0	1			0	21121	21122			21110	3	3			3	5	5			5
94	26	5	21		25	0	1	0		0	21107	21119	21120		21108	0	0	0		0	6	6	6		6
95	26				25	0				0	21118				21109	0				0	2				2
96	26	13	25			0	1	0			21036	21039	21037			0	0	0			4	4	4		
97	26	7	5	25		0	1	2	0		21038	21042	21041	21040		0	0	0	0		6	6	6	6	
98	26	23	5	25		0	0	0	0		21043	21044	21045	21046		0	0	0	0		1	1	1	1	
99	5	7	9	11	19	0	0	0	2	1	990243	990241	990242	990240	990246	0	0	0	0	0	5	5	5	5	5
100	26					0					6096					5					3				
101	26				25	0				0	15856				15857	5				3	1				1
102	26				25	0				0	15858				15859	5				3	1				1
103	26				25	0				0	15860				15861	5				3	1				1
104	26				25	0				0	15862				15863	5				3	1				1
105	26					0					206964					0					5				
106	26					0					206962					0					5				
107	26	5	5	6	25	0	0	0	0	0	212000	212001	212002	212003	212004	0	1	1	2	0	8	8	8	8	8
108	26	5	5	6	25	0	0	0	0	0	212005	212006	212007	212008	212009	0	1	1	2	0	8	8	8	8	8
109	26	15				0	2				6600	6601				0	0				0	0			
110	26	7	11	25	23	0	3	2	3	0	219029	219030	219030	20082	219031	0	0	0	0	0	4	4	4	4	4
111	26	25				0	0				6602	6603				0	0				0	0			
112	26	25				0	0				237000	237001				0	0				0	0			
113	26	25				0	0				237002	237003				0	0				1	1			
114		25					0					237004					0					2			
115		25					0					237005					0					2			
116	26	2	2	25		0	89	89	0		237006	237007	237008	237011		0	0	0	0		1	1	1	1	
117	26					0					237010					0					2				
118	26					0					237009					0					4				
119	5	1	25			3	3	0			237013	237012	237014			0	0	0			1	1	1		
120	26	7				0	0				237020	237028				0	0				2	2			
121	26	7				0	0				237021	237029				0	0				6	6			
122	26	7				0	0				237022	237030				0	0				4	4			
123	5	9	25	7	2	0	0	0	0	3	237024	237023	237025	237031	237027	3	3	3	3	3	2	2	2	2	2
124	9					0					237026					0					4				
125	26	25				0	0				237035	237036				0	0				3	3			
126	26	19	21	25		0	1	0	0		237032	237033	237037	237034		0	0	0	0		9	9	9	9	
127	5	7				0	0				237039	237038				0	0				9	9			
128	26	25				0	0				237040	237041				0	0				6	6			
129	26	5	17	25		0	0	0	0		237045	237046	237052	237047		0	0	0	0		2	2	2	2	
130	26	9	25			0	2	0			237048	237049	237050			0	0	0			4	4	4		
131	26	9	25			0	0	0			237042	237043	237044			0	0	0			0	0	0		
132	5	25				0	2				237051	6053				0	0				5	5			
133	26	25				0	0				237062	237063				0	0				1	1			
134	26	25				0	0				237064	237065				0	0				6	6			
135	26	25				0	0				237066	237067				0	0				5	5			
136	26	7	11	25		0	0	0	0		237058	237059	237060	237061		0	0	0	0		2	2	2	2	
137	26	5	25			0	3	0			237053	237054	237055			0	0	0			3	3	3		
138	26	17	19	25		0	0	0	0		237068	237069	237070	237071		0	0	0	0		4	4	4	4	
139				25					0					237072					0					2	
140				25					0					237072					0					2	
141																									
142																									
143				25					0					237074					0					0	
144	26	7		25		0	0		0		237059	237060		237075		0	0		0		2	2		2	
145				25					0					237080					0					6	
146	11	19		25		0	0		0		237081	237082		237083		0	0		0		1	1		1	
147				25					0					237076					0					5	
148	26	19		25		0	0		0		237077	237078		237079		0	0		0		4	4		4	
149	5	7		25		0	0		0		237101	237101		237086		0	0		0		6	6		6	
150	5	9		25		0	0		0		237102	237102		237087		0	0		0		0	0		0	
151	26			25		0			0		237088			237090		0			0		3			3	
152	26					0					237089					0					3				
153				25					0					237091					0					1	
154				25					0					237092					0					0	
155	26			25		0			0		237093			237095		0			0		2			2	
156	26			25		0			0		237094			237096		0			0		2			2	
157	26			25		0			0		237012			237085		0			0		3			3	
158	26			25		0			0		237097			237098		0			0		1			1	
159	26			25		0			0		237099			237100		0			0		1			1	
160				25					0					3006282		0			0		1			6	
161	26	2		25		0	7		0		3006573	3006574		3006575		0	0		1		4	6		6	
162		2		25			8		0			3006718		3006718		0	1		1		4	6		6	
163		2		25			8		0			3006719		3006719		0	0		1		4	8		1	
164		2		25			8		0			3006720		3006720		0	0		0		4	7		7	
165		2		25			8		0			3006721		3006721		0	5		5		4	6		6	
166		2		25			8		0			3006722		3006722		0	4		4		4	9		9	
167	26	5	8	9	25	1	0	1	2	1	3007256	3007244	3007247	3007246	3007248	2	5	4	5	4	6	6	6	6	6
168	5	11				1	2				3007250	3007249				0	0	4	5	4	4	4	6	6	6
169	9	13	11			1	0	2			3007250	3007250	3007249			0	0	0	5	4	4	4	4	6	6
170	5	7	9			1	1	2			3007250	3007250	3007257			0	0	0	5	4	4	4	4	6	6
171	5	7	9			1	2	3			3007250	3007257	3007257			0	0	0	5	4	4	4	4	6	6
172	26	5	7	10	11	1	1	1	2	1	3007256	3007245	3007245	3007247	3007246	2	4	4	5	3	6	6	6	6	6
173	5	7	10	11	23	1	1	1	62	62	3007250	3007245	3007247	3007254	3007255	5	4	3	5	5	6	6	6	6	6
174	26	7	11	13	25	1	1	1	1	1	3007259	3007258	6046	6046	3007252	1	2	0	2	1	5	5	5	5	5
175	5					62					3007254					5	4	3	5	2	6	6	6	6	6
176		7	9	11	25		1	1	1	1		3007258	6046	6046	3007252	1	2	0	2	1	5	5	5	5	5
177	9					1					3007260					4	2	0	2	1	7	5	5	5	5
178	7	11				1	1				3007262	3007262				4	3	5	2	1	7	7	7	5	5
179	5	8	9	11		1	1	1	0		3007244	3007263	3007245	3007246		5	5	5	5	1	6	6	6	6	5
180	5	8	9	11	13	1	1	1	0	62	3007244	3007263	3007245	3007245	3007255	4	5	4	5	5	6	6	6	6	6
181	5	9	11	23		1	62	62	62		3007265	3007267	3007264	3007266		5	3	3	3	5	6	6	6	6	6
182	26	25	5	9	19	0	0	1	1	1	3007271	3007272	3007268	3007269	3007270	0	0	2	0	0	1	1	1	1	1
183	7	9				2	2				3007257	3007250				0	0	2	0	0	5	5	1	1	1
184	11					2					3007262					3	0	2	0	0	7	5	1	1	1
185	2					8					3007293					3	0	2	0	0	6	5	1	1	1
186	2					8					3007294					3	0	2	0	0	6	5	1	1	1
190	7	26	3	3	25	0	0	4	7	0	3007339	3007340	3007341	3007342	3007343	3	0	3	3	3	0	0	0	0	0
191	7	26			25	0	0			0	3007344	3007345			3007346	3	0	3	3	3	0	0	5	5	0
192	7	9	11		25	0	0	0		0	3007347	3007348	3007349		3007350	3	3	3	3	3	4	4	4	5	4
193	7	26	3		25	0	0	8		0	3007351	3007352	3007353		3007355	3	0	3	3	3	0	0	0	0	0
195	5	11	13	15	26	1	0	0	0	0	263000	263001	263002	263003	263004	0	5	5	5	0	0	0	0	0	0
200	26	25	7	11	12	0	0	0	0	0	263010	263011	263007	263008	263009	0	4	4	5	4	6	6	0	0	0
201	25	7	9	12	15	0	0	0	0	0	263016	263012	263013	263014	263015	4	4	4	3	5	6	0	0	0	0
202	25	11	13			0	0	0			263019	263017	263018			4	4	4	3	5	6	0	0	0	0
203	25	5	9	11		0	0	0	0		263023	263020	263021	263022		4	3	3	4	5	6	0	0	0	0
204	25	7	9			0	0	0			263026	263024	263025			4	3	3	4	5	6	0	0	0	0
300	1	25	9	11	13	11	0	0	0	0	6002	6007	6010	6011	6009	5	3	5	5	5	6	6	6	6	6
301	25	3	9			0	3	0			6018	6015	6016			4	4	4			5	5	5		
302	11	13	15	7	25	0	1	1	3	0	6070	6071	6074	6073	6072	3	3	3	3	3	6	6	6	6	6
303	7	9	11	13	21	0	0	0	2	1	990243	990241	990242	990240	990246	0	0	0	0	0	5	5	5	5	5
304		7	17		25		2	0		0		6528	6529		6527	0	0	0		0		5	5		5
305		25					0					237004					0					5			
306		25					0					237005					0					2			
307	13	7	11	25		0	0	0	0		237058	237059	237060	237061		0	0	0	0		2	2	2	2	
308	5	1	25			3	3	0			237013	237012	237014			0	0	0			1	1	1		
309		5	21				1	0				21119	21120			0	0	0				6	6		
310	5	7			25	0	1			0	21121	21122			21110	3	3			3	5	5			5
311	9				25	0				0	21123				21124	3				3	9				9
312	21				25	0				0	21125				21112	3				3	3				3
313	11	25				1	0				6019	6047				0	0				7	7			
314					25					0					21109					0					2
315		7	8	5	25		0	0	2	0		20463	20465	20464	20466		0	0	2	0		6	6	6	6
316			9	14	25			0	0	0			20454	20455	20456			2	2	0			6	6	6
317	7		11	13	21	0		0	2	1	990243		990242	990240	990246	0		0	0	0	5		5	5	5
318	1	5				27	1				21107	21119				0	0				6	6			
319	11					0					237081					0					1				
320	5	7	25			3	2	0			6067	6061	6068												
321	5	7	25			3	2	0			6052	6062	6063												
322	11	19				0	0				237077	237078				0	0				4	4			
323	11			25		0			0		237012			237085		0			0		3			3	
324	11					0					237093					0					2				
325				25					0					237092					0					0	
326	5	9		25		0	0		0		237102	237102		237087		0	0		0		0	0		0	
327	10	5	17	25		0	0	0	69		237045	237046	237052	237047		0	0	0	0		2	2	2	2	
328	1	5	13		25	3	1	0		0	6519	6521	6523		6524	0	0	0		0	6	6	6		6
329	1	5			25	3	1			0	6520	6522			6525	0	0			0	4	4			4
330		19	21	25			1	0	0			237033	237037	237034			0	0	0			9	9	9	
331	5	11				2	3				237053	237054				0	0				3	3			
332	5	7				0	0				237039	237038				0	0				9	9			
333	11	13	15	17	25	0	0	0	0	0	6091	6084	21192	20417	20421	0	0	0	0	0	0	0	0	0	0
334	11	9	7	1	25	27	0	0	2	0	237049	20383	69063	69062	20387	0	0	0	0	0	4	4	4	4	4
335				7	25				8	0				21455	21456				1	1				0	0
336	5	11	17		25	3	0	3		0	6105	6105	6105		6104	0	0	0		0	3	3	3		3
337	25	7	9	13	5	0	3	0	3	3	6027	6024	6030	6023	6025	4	4	4	4	4	6	6	6	6	6
338	1	5	7	11	25	3	0	2	0	0	69077	69078	69079	69085	69086	0	0	0	0	0	0	0	0	0	0
339	1	8		25		2	3		0		206130	206132		206133		0	0	0	0		4	4	4	4	
340	1	13		25		2	3		0		206134	206136		206133		0	0		0		4	4		4	
341	5				25	3				0	20078				20080	0				0	0				0
342	5	1	1		25	3	7	8		0	20078	20075	20070		20082	0	0	0		0	0	0	0		0
343	7	15	9	11	19	0	0	0	2	1	990243	990241	990242	990240	990246	0	0	0	0	0	5	5	5	5	5
344	1	23	5			1	0	0			21043	21044	21045			0	0	0			1	1	1		
345	1	13				2	1				21036	21039				0	0				4	4			
346	1	7	5			3	1	2			21038	21042	21041			0	0	0			6	6	6		
347	1				25	3				0	15858				15859	5				3	1				1
348	1				25	3				0	15860				15861	5				3	2				2
349	1				25	2				0	15862				15863	5				3	5				5
350		7	11	13	25		0	2	2	0		6058	6056	6057	6059		3	3	3	4		5	5	5	5
351	1	7	17		25	3	2	0		0	6526	6528	6529		6527	0	0	0		0	5	5	5		5
352	1				5	3				0	21011				21013	0				0	3				3
353	7					1					21012					0					1				
354	1	3	5	25		3	2	0	0		20737	20739	20740	20742		0	0	0	0		2	2	2	2	
355	11	15	17	19	26	1	0	0	0	0	263000	3004892	263002	3004891	3004890	0	5	5	5	0	0	0	0	0	0
356	5	9	13	25	26	0	1	2	0	0	3010018	3010018	3010019	3010020	3010017	0	0	0	0	0	7	7	7	7	7
357	25					0					3010022					0					5				
358	25					0					3010021					0					6				
359	25					0					3010023					0					1				
360	25					0					3010021					0					4				
361	26	11	15	9	25	0	1	1	0	0	20427	20428	20430	990243	20431	0	0	0	0	0	5	5	5	5	5
362	26	9	7		25	0	1	0		0	20417	6084	6091		21190	1	1	1		1	0	0	0		0
363	26	1			25	0	1			0	20078	219029			20082	0	0			0	4	4			4
364	26	9	7		25	0	0	2		0	6094	6046	6096		6049	0	0	0		0	6	6	6		6
365	2	3	2	4	25	89	88	1	2	0	3012200	3012203	3012202	3012201	3012204	0	0	0	0	0	4	4	4	4	4
366	26	9	17	19	25	0	2	0	0	0	3012205	3012206	3012207	3012208	3012209	0	0	0	0	0	5	5	5	5	5
367	2	17	18	9	25	89	0	0	0	0	3012210	3012211	3012212	3012213	3012214	0	0	0	0	0	1	1	1	1	1
368	26	1	2	9	25	0	2	2	0	0	3012215	3012216	3012217	3012218	3012219	0	2	1	2	1	4	4	4	4	4
369	26	5	13	11	25	0	0	0	0	0	20383	6534	69062	237048	237100	0	0	0	0	0	1	1	1	1	1
370	26	7	9	12	1	0	0	0	0	88	3010031	3010033	3010037	3010039	3010035	0	0	0	0	0	7	7	7	7	7
371	26	7	1	13	17	0	0	88	0	0	3010030	3010032	3010034	3010036	3010038	0	0	0	0	0	4	4	4	4	4
372	26	7	1	13	17	0	0	88	0	0	3010030	3010032	3010034	3010036	3010038	0	0	0	0	0	4	4	4	4	4
373	26	2	8	5	25	0	89	8	27	0	3012241	3012243	3012242	3012244	3012245	0	0	0	0	0	2	2	2	2	2
374	1				25	89				0	3012246				3012247	0	0	0	0	0	1	1	1	1	1
375	1				25	89				0	3012246				3012248	0	0	0	0	0	5	1	1	1	5
376	26	5	13		25	0	0	0		0	3010057	3010058	3010059		3010060	0	0	0	0	0	6	6	6	1	6
377	26	7	1		25	0	0	2		0	3010053	3010054	3010055		3010056	0	0	0		0	2	2	2		2
378	26				25	0				0	3010051				3010052	0				0	5				5
379	26	9	13		25	0	0	0		0	3010047	3010048	3010049		3010050	0	0	0		0	1	1	1		1
380	26	5	7			0	0	0			3011040	3011039	3011039			0	0	0			7	7	7		
381	26	5				0	0				3011042	3011039				0	0				7	7			
382	26				25	0				0	3011043				3011041	0				0	7				7
383	26	2		25		0	7		0		3006573	3006574		3006575		0	0		1		4	6		6	
384	26				25	0				0	3011044				3011045	0				1	6				6
385	26	2	11	13	25	0	5	0	0	0	3011046	3011047	3011048	3011049	3011050	0	0	0	0	0	7	7	7	7	7
386	26	13	15	17	25	0	0	0	0	0	3011051	3011052	3011053	3011054	3011055	0	0	0	0	1	0	0	0	0	0
387	26	2		25		0	7		0		3006573	3006574		3006575		0	0		1		4	6		6	
388		2		25			8		0			3006719		3006719		0	0		1		4	8		1	
389	26	25	8	9	11	0	0	1	1	1	3007271	3007272	3007268	3007269	3007270	0	0	2	0	0	1	1	1	1	1
390	5	9	11	16		1	62	62	62		3007265	3007267	3007264	3007266		5	3	3	3	5	6	6	6	6	6
391	7	9				2	2				3007257	3007250				0	0	2	0	0	5	5	1	1	1
392	5					2					3007262					3	0	2	0	0	7	5	1	1	1
393		7	9	11	25		1	1	1	1		3007258	6046	6046	3007252	1	2	0	2	1	5	5	5	5	5
394	26	5	10	11	25	1	0	1	2	1	3007256	3007244	3007247	3007246	3007248	2	5	4	5	4	6	6	6	6	6
395	5	7	9	11	26	1	0	0	0	0	263000	3004892	263002	3004891	3004890	5	5	5	5	0	0	0	0	0	0
396	26	7	9	11	25	0	2	0	0	0	3011062	3011063	3011065	3011064	3011066	0	0	0	0	0	4	4	4	4	4
397	7	9	11	17	25	0	0	7	0	0	3011069	3011067	3011068	3011070	3011104	3	3	3	3	3	1	1	1	1	1
398	5	9	17		25	0	0	0		0	3011071	3011072	3011074		3011105	0	0	0		0	9	9	9		9
399	7	9	11	13	25	0	0	0	0	0	3011078	3011076	3011075	3011077	3011106	3	3	3	3	3	6	6	6	6	6
400	26	9	13	17	25	0	2	1	0	0	3011079	3011081	3011082	3011080	3011083	0	0	0	0	0	6	6	6	6	6
401	26	9	13	17	25	0	2	1	0	0	3011084	3011086	3011087	3011085	3011088	0	0	0	0	0	6	6	6	6	6
402	26	5	15	17	19	0	0	1	0	0	3011089	3011090	3011092	3011091	3011093	0	0	0	0	0	2	2	2	2	2
403	26	5	15	17	19	0	0	0	1	0	3011094	3011095	3011096	3011097	3011098	0	0	0	0	0	2	2	2	2	2
404	26	13	15	19	25	0	0	0	0	0	3011099	3011100	3011101	3011102	3011103	0	0	0	0	1	2	2	2	2	2
405	26	9	13	17	25	0	2	1	0	0	3011107	3011081	3011082	3011080	3011083	0	0	0	0	0	6	6	6	6	6
102215	0									0	1									0	6100				
102216	0									0	1									0	6100				
102217	0									0	1									0	6101				
102218	0									0	1									0	6101				
102219	0									0	1									0	6101				
102220	0									0	1									0	6101				
102221	0									0	1									0	6102				
102222	0									0	1									0	6102				
102223	0									0	1									0	6102				
102224	0									0	1									0	6102				
102225	0									0	1									0	6103				
102226	0									0	1									0	6103				
102227	0									0	1									0	6104				
102228	0									0	1									0	6104				
102229	56	0	0	0						0	2	2	2	2						0	904	304	503	7300	
102230	0									0	1									0	6103				
102231	26	5	7	13	25	0	0	0	0	0	1053786	1053787	1053788	1053789	1053790	3	3	3	3	3	4	4	4	4	4
102232	26	5	17	19	25	0	0	0	0	0	1053791	1053792	1053793	1053794	1053795	3	3	3	3	3	4	4	4	4	4
103000	26	25				0	0			0	2000023	2000024				1	1	1	1	1	4	4	4	4	4
1000006	26	5	7	11	25	0	0	2	0	0	1020000	1020001	1020002	1020003	1020004	0	0	0	0	0	5	5	5	5	5
1000007	26	5	7	11	25	0	0	2	0	0	1020006	1020007	1020008	1020009	10200010	0	0	0	0	0	5	5	5	5	5
1950001	26	5	7		25	0	6	2		0	1950001	1950015	1950002		1950003	1	1	1	1	1	4	4	4	4	4
1950002	26				25	0				0	1950004				1950005	1	1	1	1	1	4	4	4	4	4
1950003	26	5			25	0	2			0	1950006	1950007			1950008	1	1	1	1	1	4	4	4	4	4
1950004	26	5			25	0	2			0	1950013	1950009			1950010	1	1	1	1	1	4	4	4	4	4
1950005	26	5	7		25	0	2	2		0	1950014	1950011	1950011		1950012	1	1	1	1	1	4	4	4	4	4
1950006	26	5			25	0	2			0	1101652	1101653			1101654	1	1	1	1	1	4	4	4	4	4
1950007	26	5	7		25	0	2	2		0	1950016	1950017	1950018		1950019	1	1	1	1	1	4	4	4	4	4
1950008	26	5	7		25	0	2	2		0	1950020	1950021	1950022		1950023	1	1	1	1	1	4	4	4	4	4
1950009	26	5	7		25	0	2	2		0	1950024	1950025	1950026		1950027	1	1	1	1	1	4	4	4	4	4
1950010	26	5	7		25	0	2	2		0	1950028	1950029	1950030		1950031	1	1	1	1	1	4	4	4	4	4
1950011	26	5	7		25	0	2	2		0	1950032	1950033	1950034		1950035	1	1	1	1	1	4	4	4	4	4
1950012	26	5	7		25	0	2	2		0	1950036	1950037	1950038		1950039	1	1	1	1	1	4	4	4	4	4
1950013	26	5	7		25	0	2	2		0	1950040	1950041	1950042		1950043	1	1	1	1	1	4	4	4	4	4
1950014	26	5	7		25	0	2	2		0	1950044	1950045	1950046		1950047	1	1	1	1	1	4	4	4	4	4
1950015	26	5	7		25	0	2	2		0	1950048	1950049	1950050		1950051	1	1	1	1	1	4	4	4	4	4
1950016	26	5	7		25	0	1	1		0	1950052	1950053	1950054		1950055	1	1	1	1	1	4	4	4	4	4
1950100	26	5	23		25	0	0	0		0	1050199	1050201	1050200		1050202	1	1	1	1	1	4	4	4	4	4
1950101	26	5	23		25	0	0	0		0	1050203	1050205	1050204		1050206	1	1	1	1	1	4	4	4	4	4
1950102	26	5	23		25	0	0	0		0	1050207	1050209	1050208		1050210	1	1	1	1	1	4	4	4	4	4
1950103	26	5	23		25	0	0	0		0	1050211	1050213	1050212		1050214	1	1	1	1	1	4	4	4	4	4
1950104	26	5	23		25	0	0	0		0	1050215	1050217	1050216		1050218	1	1	1	1	1	4	4	4	4	4
1950105	26	5	23		25	0	0	0		0	1050219	1050221	1050220		1050222	1	1	1	1	1	4	4	4	4	4
1950106	26	5	23		25	0	0	0		0	1050223	1050225	1050224		1050226	1	1	1	1	1	4	4	4	4	4
1950107	26	5	23		25	0	0	0		0	1050227	1050229	1050228		1050230	1	1	1	1	1	4	4	4	4	4
1950108	26	5	23		25	0	0	0		0	1050231	1050233	1050232		1050234	1	1	1	1	1	4	4	4	4	4
1950109	26	5	23		25	0	0	0		0	1050235	1050237	1050236		1050238	1	1	1	1	1	4	4	4	4	4
1950110	26	5			25	0	0			0	1050255	1050382			1050383	1	1	1	1	1	4	4	4	4	4
1950111	26	5			25	0	0			0	1050266	1050385			1050386	1	1	1	1	1	4	4	4	4	4
1950112	26	5			25	0	0			0	1050277	1050388			1050389	1	1	1	1	1	4	4	4	4	4
1950113	26	5			25	0	0			0	1050287	1050391			1050392	1	1	1	1	1	4	4	4	4	4
